author,title,site_url,text_polarity,title_polarity,bias
Jason Easley,['comeys october surprise blows up in his face as democrats drop the hammer on fbi boss'],politicususa.com,-0.1828483870967742,0.0,1
Jason Easley,['george w. bushs ethics lawyer files complaint against fbi director james comey'],politicususa.com,-0.15211333333333335,-0.296,1
Jason Easley,['fox news gets destroyed while trying to blame hillary clinton for gop email scandal'],politicususa.com,0.020033333333333337,-0.8176,1
Adalia Woodbury,['trump thug chants jews s a at arizona rally'],politicususa.com,0.09976,0.0,1
Jason Easley,['the top democrat in the senate just accused fbi director james comey of breaking the law'],politicususa.com,0.08274374999999998,-0.1027,1
Sarah Jones,['october shocker fbi has explosive information on trump conspiring with putin'],politicususa.com,-0.08742564102564102,-0.1531,1
Jason Easley,['trump campaign has a nervous breakdown after comey letter fails to swing the election'],politicususa.com,0.2327388888888889,-0.5994,1
Rmuse,['call on president obama to terminate f.b.i. director comey on november 9'],politicususa.com,0.015204761904761917,0.0,1
Adalia Woodbury,['supreme court decides to weigh in on transgender rights'],politicususa.com,-0.15330769230769228,0.5574,1
Hrafnkell Haraldsson,['donald trump destroyed as fact checker reveals trump lies 20 to 37 times per day'],politicususa.com,-0.05930999999999999,-0.7184,1
Rmuse,['the catholic church uses taxexempt funds to stop marijuana legalization'],politicususa.com,0.009307692307692315,-0.296,1
Hrafnkell Haraldsson,['donald trump whines because isis cuts off heads we should be able to waterboard'],politicususa.com,-0.31337600000000004,-0.6124,1
Sarah Jones,['losing trump tries to fool voters with last ditch media propaganda scam'],politicususa.com,0.025772727272727256,-0.8807,1
Hrafnkell Haraldsson,['it turns out trump put off investigators for 6 months while he destroyed emails'],politicususa.com,-0.03348666666666667,-0.4939,1
Jason Easley,['ethics complaint filed against rep. jason chaffetz for releasing comey clinton email letter'],politicususa.com,-0.2474230769230769,-0.296,1
Sean Colarossi,['explosive audio surfaces of gop senator joking about gun owners shooting clinton'],politicususa.com,0.03904545454545454,-0.128,1
Jason Easley,['comey bias exposed as fbi boss refused to call out russians for hacking before election'],politicususa.com,0.028349999999999997,-0.4404,1
Jason Easley,['trump is deadbeating on his campaign debts by refusing to pay his own pollster'],politicususa.com,0.06287500000000003,-0.4767,1
Jason Easley,['trump crushed by hillary clintons new powerful closing argument to women'],politicususa.com,-0.09697894736842104,-0.3612,1
Sean Colarossi,['new report uncovers secret trump server that repeatedly communicated with russia'],politicususa.com,0.0057333333333333325,0.0,1
Sean Colarossi,['donald trump may have broken the law to avoid paying federal income taxes'],politicususa.com,-0.19685862068965518,-0.6486,1
Sarah Jones,['bad news for republicans as court intervenes in their voter intimidation scheme'],politicususa.com,-0.18333333333333332,-0.743,1
Hrafnkell Haraldsson,['mainstream media ignoring 75 lawsuits against trump to focus on clinton emails'],politicususa.com,-0.03577857142857142,-0.5106,1
Rmuse,['north carolina republicans sued for rigging the election for trump'],politicususa.com,-0.08971666666666667,0.0,1
Hrafnkell Haraldsson,['rachel maddow shines the light on trumps white supremacist support'],politicususa.com,0.11035555555555554,0.4939,1
Jason Easley,['trump kills the gop with the lowest score in history of presidential leadership poll'],politicususa.com,0.01426666666666665,-0.7269,1
Sarah Jones,['fbi horrified as spy says russia has been supporting and cultivating trump for years'],politicususa.com,0.1411111111111111,-0.1531,1
Sarah Jones,['comey must explain why he advised obama not to publicly accuse russia of hacking democrats'],politicususa.com,-0.11345000000000002,0.1511,1
Jason Easley,['comey letter hurts gop as hillary clinton raised 11.3 million online in 72 hours'],politicususa.com,-0.09077142857142854,-0.4767,1
Jason Easley,['hillary clinton is setting a masterful trap for trump to self destruct'],politicususa.com,0.0281230769230769,-0.6908,1
Jason Easley,['370 economists sign letter urging america not to vote for donald trump'],politicususa.com,0.21886666666666665,0.0,1
Hrafnkell Haraldsson,['david bossie desperately claims clinton enthusiasm gap is trump path to victory'],politicususa.com,-0.1768277777777777,0.0772,1
Jason Easley,['house republicans plan secret meeting to discuss overthrowing paul ryan'],politicususa.com,-0.09935294117647059,0.0,1
Jason Easley,['sean hannity spreads fake news story to millions as republicans remain brainwashed'],politicususa.com,-0.3488692307692308,-0.4767,1
Sarah Jones,['donald trump begs hillary clinton early voters to change their votes'],politicususa.com,-0.542,0.0,1
Hrafnkell Haraldsson,['hillary clinton shuts down protester and trumps divisive vision at florida rally'],politicususa.com,-0.5666666666666667,0.25,1
-NO AUTHOR-,['kenyan refugee kills coworker self'],wnd.com,-0.1148977777777778,-0.5423,1
-NO AUTHOR-,['woman eaten alive by daughters dogs'],wnd.com,-0.542,0.3818,1
Bob Unruh,['state that fired pastor demands his sermons notes'],wnd.com,-0.4160333333333333,-0.5574,1
-NO AUTHOR-,['kenyan refugee kills coworker self'],wnd.com,-0.24396666666666664,-0.5423,1
-NO AUTHOR-,['trump hillary would lead to world war 3'],wnd.com,-0.0465,-0.5994,1
-NO AUTHOR-,['texas county switches to emergency paper ballots'],wnd.com,-0.1148977777777778,-0.3818,1
-NO AUTHOR-,['poll trump pulls ahead in florida'],wnd.com,-0.5666666666666667,0.0,1
Bob Unruh,['state that fired pastor demands his sermons notes'],wnd.com,0.6202,-0.5574,1
-NO AUTHOR-,['woman eaten alive by daughters dogs'],wnd.com,0.05273870967741935,0.3818,1
-NO AUTHOR-,['young patient'],wnd.com,-0.03238888888888889,0.0,1
Joe Kovacs,['limbaugh democrats would destroy jesus christ'],wnd.com,-0.03238888888888889,-0.5423,1
Bob Unruh,['see dems accept foreign cash to disrupt trump rallies'],wnd.com,0.05273870967741935,0.3818,1
Bob Unruh,['see dems accept foreign cash to disrupt trump rallies'],wnd.com,-0.274525,0.3818,1
Joe Kovacs,['limbaugh democrats would destroy jesus christ'],wnd.com,0.21075,-0.5423,1
-NO AUTHOR-,['dow higher as boeing gains offset apples fall'],wnd.com,0.21075,0.34,1
-NO AUTHOR-,['feds 275000 born to illegals in 1 year'],wnd.com,-0.274525,0.0,1
-NO AUTHOR-,['feds 275000 born to illegals in 1 year'],wnd.com,0.6202,0.0,1
-NO AUTHOR-,['dow higher as boeing gains offset apples fall'],wnd.com,0.0,0.34,1
-NO AUTHOR-,['young patient'],wnd.com,0.336,0.0,1
-NO AUTHOR-,['impeachmentera evidence against bill clinton still sealed'],wnd.com,0.8223666666666668,0.0,1
-NO AUTHOR-,['u.n. declares junk food a human rights issue'],wnd.com,0.336,0.0,1
David Rives,['yes creationists can be real scientists too'],wnd.com,0.0,0.4939,1
-NO AUTHOR-,['u.n. declares junk food a human rights issue'],wnd.com,-0.13855744680851065,0.0,1
-NO AUTHOR-,['impeachmentera evidence against bill clinton still sealed'],wnd.com,0.8223666666666668,0.0,1
Bill Federer,['the man who spoke softly but carried a big stick'],wnd.com,-0.13855744680851065,0.0,1
David Rives,['yes creationists can be real scientists too'],wnd.com,-0.24433333333333337,0.4939,1
Bill Federer,['the man who spoke softly but carried a big stick'],wnd.com,-0.24433333333333337,0.0,1
-NO AUTHOR-,['federal judge charges sheriff joe with contempt'],wnd.com,-0.24211999999999997,-0.7096,1
-NO AUTHOR-,['federal judge charges sheriff joe with contempt'],wnd.com,-0.020651020408163242,-0.7096,1
-NO AUTHOR-,['all about jesus shirt sparks school uproar'],wnd.com,0.16035333333333338,0.0,1
Joseph Farah,['loretta lynch takes on killer cops  except in d.c.'],wnd.com,-0.07741333333333335,-0.6486,1
Erik Rush,['will it be representative government or thugocracy'],wnd.com,-0.01739574468085105,0.0,1
Jack Cashill,['29 of hillarys scandals the early years'],wnd.com,0.1783044444444444,-0.4939,1
Matt Barber,['why never trumpers must reconsider'],wnd.com,0.2969153846153846,0.0,1
Jane Chastain,['election crossroads socialism or capitalism'],wnd.com,-0.23954912280701757,0.0,1
Michael Brown,['7 reasons ill vote for trump'],wnd.com,-0.07188333333333331,-0.4215,1
Ann Coulter,['our new country women and minorities hit hardest'],wnd.com,-0.18517499999999998,0.0,1
Larry Elder,['trump vs. clinton a risk vs. a disaster'],wnd.com,-0.010099999999999998,-0.7351,1
-NO AUTHOR-,['gingrich slutshames megyn kelly'],wnd.com,-0.23783863636363634,0.0,1
-NO AUTHOR-,['clinton transmitted classified info to her lawyers'],wnd.com,-0.020651020408163242,0.0,1
Jerome R. Corsi,['youtube bans clintons black son'],wnd.com,0.16035333333333338,0.0,1
Joseph Farah,['loretta lynch takes on killer cops  except in d.c.'],wnd.com,-0.07741333333333335,-0.6486,1
Erik Rush,['will it be representative government or thugocracy'],wnd.com,-0.01739574468085105,0.0,1
Jack Cashill,['29 of hillarys scandals the early years'],wnd.com,0.1783044444444444,-0.4939,1
Matt Barber,['why never trumpers must reconsider'],wnd.com,0.2969153846153846,0.0,1
Jane Chastain,['election crossroads socialism or capitalism'],wnd.com,-0.23954912280701757,0.0,1
Michael Brown,['7 reasons ill vote for trump'],wnd.com,-0.07188333333333331,-0.4215,1
Ann Coulter,['our new country women and minorities hit hardest'],wnd.com,-0.18517499999999998,0.0,1
Larry Elder,['trump vs. clinton a risk vs. a disaster'],wnd.com,-0.23783863636363634,-0.7351,1
-NO AUTHOR-,['gingrich slutshames megyn kelly'],wnd.com,0.05956176470588237,0.0,1
Jerome R. Corsi,['youtube bans clintons black son'],wnd.com,-0.19946666666666668,0.0,1
Leo Hohmann,['26 wikileaks bombshells on hillary you need to know'],wnd.com,0.33772500000000005,0.0,1
-NO AUTHOR-,['fascinated with sex'],wnd.com,0.33772500000000005,0.4767,1
-NO AUTHOR-,['hillarys 33000 emails might not be missing after all'],wnd.com,0.05956176470588237,0.2235,1
-NO AUTHOR-,['hillarys 33000 emails might not be missing after all'],wnd.com,-0.19946666666666668,0.2235,1
Leo Hohmann,['26 wikileaks bombshells on hillary you need to know'],wnd.com,0.1101,0.0,1
-NO AUTHOR-,['fascinated with sex'],wnd.com,0.009791999999999999,0.4767,1
-NO AUTHOR-,['meteor space junk rocket mysterious flash hits siberia'],wnd.com,-0.21416086956521738,0.0,1
Greg Corombos,['did democrats really stuff ballot heres their answer'],wnd.com,0.009791999999999999,0.0,1
Jay Baggett,['19 men cry rape by irans top quran reader'],wnd.com,-0.21416086956521738,-0.7906,1
Greg Corombos,['did democrats really stuff ballot heres their answer'],wnd.com,0.1101,0.0,1
Jay Baggett,['19 men cry rape by irans top quran reader'],wnd.com,0.08620625,-0.7906,1
-NO AUTHOR-,['meteor space junk rocket mysterious flash hits siberia'],wnd.com,0.28987435897435887,0.0,1
