,KEYWORDS,SUMMARY,TEXT,TITLE,URL
10,['アングルｅｖ普及で需要拡大ニッケル市場の勝者と敗者'],,,アングル：ＥＶ普及で需要拡大、ニッケル市場の「勝者と敗者」,https://www.reuters.com/article/ev-nickel-idJPKBN1D13NJ?il=0
11,"['la', 'france', 'thalys', 'à', 'lassaillant', 'du', 'complice', 'remis', 'présumé']",,,Un complice présumé de l'assaillant du Thalys remis à la France,https://www.reuters.com/article/topNews/idFRKBN1D31X5-OFRTP
12,"['catalane', 'uni', 'réclame', 'pour', 'lindépendance', 'puigdemont']",,,Puigdemont réclame un front uni pour l'indépendance catalane,https://www.reuters.com/article/topNews/idFRKBN1D40KJ-OFRTP
13,"['sustained', 'popular', 'recent', 'meat', 'korea', 'fake', 'window', 'reports', 'points', 'survived', 'street', 'semilegal', 'north', 'pearson', 'sanctions']","The history of a popular North Korean street food called 'injogogi' is a window into how ordinary people have survived in recent decades through famine and sanctions.
As Reuters' James Pearson reports, it also points to how semi-legal markets now keep much of the country fed.","The history of a popular North Korean street food called 'injogogi' is a window into how ordinary people have survived in recent decades through famine and sanctions. As Reuters' James Pearson reports, it also points to how semi-legal markets now keep much of the country fed.",The fake meat that sustained North Korea,https://www.reuters.com/video/2017/11/03/the-fake-meat-that-sustained-north-korea?videoId=372896540&videoChannel=118110&channelName=Dateline+Asia
14,"['west', 'united', 'league', 'burnley', 'premier', 'southampton', 'points', 'season', 'win', 'bournemouth', 'boost', 'newcastle', 'flying', 'goal']","LONDON (Reuters) - Burnley’s remarkable start to the season continued as they moved level on points with Premier League champions Chelsea thanks to a 1-0 victory at Southampton on Saturday.
Soccer Football - Premier League - Newcastle United vs AFC Bournemouth - St James' Park, Newcastle, Britain - November 4, 2017 Bournemouth's Steve Cook scores their first goal.
Burnley have already won three league matches on the road this season compared to one in the whole of last season.
Bournemouth grabbed a last-gasp winner at Newcastle United to move out of the bottom three, above Swansea City who slumped to a home defeat by Brighton and Hove Albion.
West Brom are without a win in nine Premier League games and, after an impressive opening to the season, are only two points above the relegation zone.","LONDON (Reuters) - Burnley’s remarkable start to the season continued as they moved level on points with Premier League champions Chelsea thanks to a 1-0 victory at Southampton on Saturday.

Soccer Football - Premier League - Newcastle United vs AFC Bournemouth - St James' Park, Newcastle, Britain - November 4, 2017 Bournemouth's Steve Cook scores their first goal. Action Images via Reuters/Lee Smith

Sam Vokes pounced late on for Sean Dyche’s side to move them into sixth spot with 19 points -- the same as Chelsea, who host Manchester United on Sunday, and Arsenal.

Burnley have already won three league matches on the road this season compared to one in the whole of last season.

“I am delighted to be where we are but there are a lot of challenges coming our way and the group know we will have to work hard for every point we get,” Dyche, who has been linked with the vacant Everton manager’s job, told the BBC.

“We still have to fight for every chance we get but we are willing to do the graft.”

Liverpool can move back above Burnley into sixth place with victory at West Ham United in the late kickoff.

Bournemouth grabbed a last-gasp winner at Newcastle United to move out of the bottom three, above Swansea City who slumped to a home defeat by Brighton and Hove Albion.

Soccer Football - Premier League - Southampton vs Burnley - St Mary's Stadium, Southampton, Britain - November 4, 2017 Burnley's Sam Vokes celebrates scoring their first goal with Matthew Lowton Action Images via Reuters/John Sibley

Steve Cook sealed Bournemouth’s 1-0 win with a 90th-minute header while Brighton’s 1-0 win in south Wales came courtesy of Glenn Murray’s first-half shot.

Swansea have lost three in a row in the Premier League and were booed off at the end as they fell to 18th place with eight points from their opening 11 matches.

Huddersfield Town beat struggling West Bromwich Albion 1-0 at home to stay safely in mid-table -- Dutchman Rajiv van La Parra deciding it with a curling shot just before halftime.

Slideshow (3 Images)

The hosts hung on in the second half after having defender Christopher Schindler sent off in the 57th minute.

West Brom are without a win in nine Premier League games and, after an impressive opening to the season, are only two points above the relegation zone.

Saturday’s early kickoff produced as many goals as the 1500 GMT kickoffs combined with substitute Peter Crouch ensuring a 2-2 draw for Stoke City at home to Leicester City.

Vicente Iborra opened the scoring with his first goal for Leicester before Xherdan Shaqiri levelled.

Riyad Mahrez’s fine finish restored Leicester’s lead but Crouch headed in Shaqiri’s cross for the draw.","Burnley flying after win at Southampton, boost for Bournemouth",https://www.reuters.com/article/uk-soccer-england/burnley-flying-after-win-at-southampton-boost-for-bournemouth-idUKKBN1D40QU
15,"['change', 'implement', 'coal', 'climate', 'german', 'global', 'thousands', 'ahead', 'conference', 'paris', 'bonn', 'took', 'group']","FRANKFURT (Reuters) - Thousands of people took to the streets of Bonn on Saturday to call for the phasing out of coal as a source of power ahead of global talks on climate change in the German city next week.
People march during a demonstration under the banner ""Protect the climate - stop coal"" two days before the start of the COP 23 UN Climate Change Conference hosted by Fiji but held in Bonn, Germany November 4, 2017.
The implementation of the Paris accord will be discussed at the 195-nation climate meeting in Bonn from Nov. 6-17.
“We expect the Federal Government to finally and effectively implement the Paris Climate Agreement,” activist group Campact said in a statement.
His pro-coal policies and doubts that climate change is caused by man-made greenhouse gas emissions have cast a shadow over the Bonn meeting.","FRANKFURT (Reuters) - Thousands of people took to the streets of Bonn on Saturday to call for the phasing out of coal as a source of power ahead of global talks on climate change in the German city next week.

People march during a demonstration under the banner ""Protect the climate - stop coal"" two days before the start of the COP 23 UN Climate Change Conference hosted by Fiji but held in Bonn, Germany November 4, 2017. REUTERS/Wolfgang Rattay

The issue of whether to end coal production has been one of the sticking points in coalition negotiations between German Chancellor Angela Merkel and her would-be allies: the Greens and the pro-business Free Democrats (FDP).

Organizers of the march called for the German government to implement the 2015 Paris plan to shift the world economy from fossil fuels this century.

The implementation of the Paris accord will be discussed at the 195-nation climate meeting in Bonn from Nov. 6-17.

“We expect the Federal Government to finally and effectively implement the Paris Climate Agreement,” activist group Campact said in a statement.

The group said 25,000 people took part in the march. A spokesman for the Bonn police said he could not provide an official figure but estimated the number of participants at around 10,000.

U.S. President Donald Trump has announced plans to pull out from the 2015 Paris accord to limit global warming. His pro-coal policies and doubts that climate change is caused by man-made greenhouse gas emissions have cast a shadow over the Bonn meeting.

To see a video of the march on Reuters Insider, please click:",Thousands march against coal ahead of climate conference in Bonn,https://www.reuters.com/article/us-climatechange-accord-protests/thousands-march-against-coal-ahead-of-climate-conference-in-bonn-idUSKBN1D40OZ?il=0
16,"['begins', 'tilted', 'trump', 'wealthy', 'tax', 'tv', 'slash', 'selling', 'plan', 'republicans', 'battle', 'tom', 'breakingviews', 'unveiling', 'taxes']","With House Republicans unveiling their plan to slash taxes, Antony Currie and Tom Buerkle discuss the Trump administration’s challenge in selling a package tilted to benefit the wealthy.","With House Republicans unveiling their plan to slash taxes, Antony Currie and Tom Buerkle discuss the Trump administration’s challenge in selling a package tilted to benefit the wealthy.",Breakingviews TV: Tax battle begins,http://www.reuters.com/video/2017/11/02/breakingviews-tv-tax-battle-begins?videoId=372890566&amp;feedType=VideoRSS&amp;feedName=Business&amp;videoChannel=5
17,"['im', 'von', 'einer', 'und', 'wohl', 'dem', 'bühne', 'jobdaten', 'eine', 'der', 'prozent', 'die', 'für', 'starken', 'frei', 'den', 'nächste', 'uszinserhöhung', 'nach']","REUTERS/Joshua RobertsSelbst die verheerenden Hurrikans “Harvey” und “Irma” im Süden der USA hatten den Aufschwung am Arbeitsmarkt im September nur bremsen, aber nicht abwürgen können.
Damit ist die Bühne bereitet für die dritte geldpolitische Straffung in diesem Jahr: “Die Notenbank Fed dürfte auf eine Zinserhöhung im Dezember zusteuern”, so Commerzbank-Ökonom Christoph Balz.
Powell selbst kündigte an, bei einer Bestätigung durch den Senat getreu dem Mandat der Fed Vollbeschäftigung und stabile Preise anzustreben.
Doch Yellen, Powell & Co. bereitet noch die unerwünscht niedrige Inflation Sorge, die beharrlich unter dem Fed-Ziel von zwei Prozent bleibt.
Diese Entwicklung muss man im Auge behalten”, so Analyst Tobias Basse von der NordLB.","Washington (Reuters) - Der Boom am US-Arbeitsmarkt macht eine baldige Zinserhöhung wahrscheinlich. Der Oktober brachte einen Schub von mehr als einer Viertel Million neuer Jobs, wie die Regierung in Washington am Freitag mitteilte.

Federal Reserve Chairman Janet Yellen speaks during a news conference after a two-day Federal Open Markets Committee (FOMC) policy meeting, in Washington, U.S., September 20, 2017. REUTERS/Joshua Roberts

Selbst die verheerenden Hurrikans “Harvey” und “Irma” im Süden der USA hatten den Aufschwung am Arbeitsmarkt im September nur bremsen, aber nicht abwürgen können. Damit ist die Bühne bereitet für die dritte geldpolitische Straffung in diesem Jahr: “Die Notenbank Fed dürfte auf eine Zinserhöhung im Dezember zusteuern”, so Commerzbank-Ökonom Christoph Balz. Händler sehen dafür eine Wahrscheinlichkeit von 90 Prozent. Zuletzt hatte die Fed den Zins im Juni auf 1,0 bis 1,25 Prozent hochgesetzt.

Sollten die Währungshüter den nächsten Schritt bereits in wenigen Wochen wagen, wird es wohl die letzte große Entscheidung unter der amtierenden Chefin Janet Yellen sein. Mit dem langjährigen Fed-Direktor Jerome Powell steht bereits ihr Nachfolger bereit, den Kurs einer behutsamen geldpolitischen Straffung ab Februar 2018 fortzusetzen. Händler erwarten, dass er angesichts der brummenden Wirtschaft schon Mitte 2018 eine weitere Zinserhöhung folgen lassen wird.

Das Bruttoinlandsprodukt wuchs im Sommer mit einer aufs Jahr hochgerechneten Rate von drei Prozent exakt in dem Tempo, das Präsident Donald Trump in den nächsten Jahren mit einer Steuerreform und einem großen Infrastrukturprogramm auf Dauer erreichen will. Trump sieht in Powell offenbar den richtigen Mann, um dieses sehr ambitionierte Ziel zu erreichen: “Er weiß, was nötig ist, damit eine Wirtschaft wächst”, sagte Trump kurz nach der Nominierung am Donnerstag.

Powell selbst kündigte an, bei einer Bestätigung durch den Senat getreu dem Mandat der Fed Vollbeschäftigung und stabile Preise anzustreben. Das erste Ziel kann er bei einer Arbeitslosenquote von zuletzt 4,1 Prozent schon jetzt abhaken. Dies ist in etwa das niedrigste Niveau seit 17 Jahren. Zudem entstanden im Oktober 261.000 neue Jobs und damit weit mehr als nötig wären, um mit dem Bevölkerungswachstum Schritt zu halten: “Der US-Arbeitsmarkt zeigt sich in einer äußerst guten Verfassung und die US-Wirtschaft ist nach der Finanzmarktkrise wieder auf Erholungskurs”, so Ökonom Thomas Gitzel von der VP Bank in Vaduz.

Doch Yellen, Powell & Co. bereitet noch die unerwünscht niedrige Inflation Sorge, die beharrlich unter dem Fed-Ziel von zwei Prozent bleibt. Die Notenbank setzt daher auf anziehende Gehälter, die für mehr Preisdruck sorgen könnten. Doch im Oktober stagnierten die Stundenlöhne im Vergleich zum Vormonat: “Trotz des zunehmenden Mangels an Fachkräften können die Beschäftigten also noch immer keine deutlich höheren Lohnforderungen bei den Arbeitgebern durchsetzen. Diese Entwicklung muss man im Auge behalten”, so Analyst Tobias Basse von der NordLB. Ökonom Sean Lynch von der Großbank Wells Fargo erwartet jedoch nicht, dass die Lohnentwicklung die Fed von einer raschen Zinserhöhung abbringen wird: Falls sich der Trend jedoch im nächsten Jahr fortsetzen sollte, könnte dies aus seiner Sicht zu einer Belastung der Märkte führen.",Bühne für nächste US-Zinserhöhung nach starken Jobdaten wohl frei,https://www.reuters.com/article/usa-arbeitsmarkt-idDEKBN1D31OL
18,"['attack', 'trump', 'house', 'program', 'washington', 'george', 'bush', 'election', 'department', 'york']","New York marathoners undaunted by deadly truck attack NEW YORK This week's deadly truck attack in New York could not deter blind Japanese runner Toshiaki Ito from joining 50,000 fellow competitors in the city's marathon this Sunday.
| AfghanistanArgentine survivor of New York attack pleads for justice, love ""What has the world turned in to?""
a friend of the five Argentines killed in the New York attack this week asked at a news conference on Friday, alongside three other surviving members of a group of former classmates.
World,Neither George Bush voted for Trump, book author tells New York Times George H.W.
The Colorado man arrested for fatally shooting three people in a Walmart in suburban Denver made his initial court appearance on Friday.","New York marathoners undaunted by deadly truck attack NEW YORK This week's deadly truck attack in New York could not deter blind Japanese runner Toshiaki Ito from joining 50,000 fellow competitors in the city's marathon this Sunday. Sports, Japan

No prison for U.S. Army deserter Bergdahl, who Trump wanted dead FORT BRAGG, N.C. U.S. Army Sergeant Bowe Bergdahl on Friday was spared prison for endangering his comrades in arms when he deserted in Afghanistan in 2009, a sentence swiftly condemned by President Donald Trump, who while seeking election had called for his execution. | Afghanistan

Argentine survivor of New York attack pleads for justice, love ""What has the world turned in to?"" a friend of the five Argentines killed in the New York attack this week asked at a news conference on Friday, alongside three other surviving members of a group of former classmates. World,

Neither George Bush voted for Trump, book author tells New York Times George H.W. Bush and his son George W. Bush did not vote for fellow Republican Donald Trump last year, says the author of a new book on the 41st and 43rd U.S. presidents in which they open up about their disapproval of the man now occupying the White House. Politics, Election 2016,

New York City police say gathering evidence for possible Weinstein arrest warrant The New York City Police Department said on Friday that it had a credible narrative from an unidentified woman who has made a rape allegation against Hollywood producer Harvey Weinstein and was gathering evidence for a possible arrest warrant. Entertainment, Film

U.S. House approves funding for children's healthcare program WASHINGTON The U.S. House of Representatives on Friday approved legislation to continue a federal insurance program for millions of lower-income children and pregnant women, but with an ongoing funding battle it could be weeks before the program gets more money. Politics, Election 2016, Health,

U.S. State Department says certain immigrants no longer need protected status: Washington Post WASHINGTON Thousands of Central Americans and Haitians living in the United States under special status no longer need to be shielded from deportation, the U.S. Department of State told Homeland Security officials this week, according to the Washington Post.

Colorado Walmart shooting suspect makes first court appearance BRIGHTON, Colo. The Colorado man arrested for fatally shooting three people in a Walmart in suburban Denver made his initial court appearance on Friday.",U.S. News,https://www.reuters.com/news/us
19,"['whatsapp', 'et', 'en', 'telegram', 'afghanistan', 'demande', 'blocage']",,,Demande de blocage de WhatsApp et Telegram en Afghanistan,https://www.reuters.com/article/technologyNews/idFRKBN1D40BQ-OFRIN
20,"['sydney', 'told', 'allowed', 'set', 'tax', 'business', 'sims', 'small', 'regulator', 'amazon', 'competition', 'businesses', 'australia', 'law', 'australian', 'undercut']","SYDNEY (Reuters) - Competition laws will allow Amazon to undercut local businesses with loss-making prices when it opens for business in Australia, expected to be later in November, the Australian competition regulator said on Saturday.
Australian Competition and Consumer Commission (ACCC) Chairman Rod Sims speaks during an interview with Reuters in Sydney, Australia, October 31, 2016.
Australian Small Business Minister Michael McCormack has said he will watch Amazon closely to ensure it pays its fair share of tax.
“Amazon pays all the taxes we are required to pay in every country where we operate,” an Amazon spokeswoman told Fairfax.
Australian Small Business and Family Enterprise Ombudsman Kate Carnell said her organization has not seen a copy of the contract under which Amazon will allow small businesses to operate in its marketplace.","SYDNEY (Reuters) - Competition laws will allow Amazon to undercut local businesses with loss-making prices when it opens for business in Australia, expected to be later in November, the Australian competition regulator said on Saturday.

The logo of the web service Amazon is pictured in this June 8, 2017 illustration photo. REUTERS/Carlos Jasso/Illustration

Australian Competition and Consumer Commission Chairman Rod Sims told Fairfax Media that Amazon.com.Inc (AMZN.O) was able under law to set prices low enough to win business without breaching competition laws.

“In terms of misuse of market power, if you open a store in a new town and you set a common price point, you are going to lose money initially if you don’t have scale,” he said.

“Eventually, if you get your business plan right, you will make that price point, that is in no way illegal.”

Amazon has declined to comment on when its Australian operations will begin. It has been building a distribution warehouse in the southern city of Melbourne.

Australian Competition and Consumer Commission (ACCC) Chairman Rod Sims speaks during an interview with Reuters in Sydney, Australia, October 31, 2016. REUTERS/Jason Reed

Amazon country manager Rocco Braeuniger is due to hold a meeting in Sydney where he is expected to address more than 500 local suppliers.

Australian Small Business Minister Michael McCormack has said he will watch Amazon closely to ensure it pays its fair share of tax.

“Amazon pays all the taxes we are required to pay in every country where we operate,” an Amazon spokeswoman told Fairfax.

Perceived tax avoidance by large foreign companies is a big issue in Australia, and the government is now enforcing new measures known as the “Earned here, Taxed here” corporate tax laws.

Australian Small Business and Family Enterprise Ombudsman Kate Carnell said her organization has not seen a copy of the contract under which Amazon will allow small businesses to operate in its marketplace.",Amazon allowed by law to undercut Australian businesses: regulator,https://www.reuters.com/article/technologyNews/idCAKBN1D406W-OCATC
21,"['путина', 'встреча', 'трампа', 'и', 'согласовывается', 'саммите', 'кремль', 'на', 'вьетнаме', 'во']",,,Кремль: встреча Путина и Трампа на саммите во Вьетнаме согласовывается,https://www.reuters.com/article/topNews/idRUKBN1D314R-ORUTP
22,"['cinematic', 'london', 'murder', 'agatha', 'poirot', 'christies', 'breathes', 'film', 'life', 'orient', 'express', 'christie']","LONDON (Reuters) - Agatha Christie, the author dubbed the ‘Queen of Crime,’ is returning to the big screen after a decades-long absence with an adaptation of “Murder on the Orient Express,” directed by Kenneth Brannagh.
Over 30 feature films have been based on her work, including a 1974 version of “Murder on the Orient Express,” that saw Ingrid Bergman win an Academy Award for her performance.
Michelle Pfeiffer, Kenneth Branagh, Judi Dench, Tom Bateman, Olivia Colman and Derek Jacobi arrive at the world premiere of Murder on the Orient Express at the Albert Hall in London, Britain, November 2, 2017.
So, will Christie’s Poirot go the way of modern-day cinematic heavyweights, superheroes like Spider-Man or Iron Man, and spawn a franchise?
“Murder on the Orient Express,” opens in the UK on November 3.","LONDON (Reuters) - Agatha Christie, the author dubbed the ‘Queen of Crime,’ is returning to the big screen after a decades-long absence with an adaptation of “Murder on the Orient Express,” directed by Kenneth Brannagh.

Starring Brannagh as eccentric detective Hercule Poirot, the film premiered in London on Thursday and features a star-studded cast, including Judi Dench, Johnny Depp, Michelle Pfeiffer and “The Force Awakens” star Daisy Ridley.

“Previous film versions have been romps and they’ve been wonderful, but it felt like with this group of actors it could get a little more dark and a little more emotional, and surprise and divert in a different way,” Brannagh told Reuters at the film’s premiere.

A ‘whodunit’ tale, the film follows Brannagh’s detective as he seeks to unmask a murderer among the passengers on board the glamorous train, trapped by an avalanche in mountainous terrain in southern Europe.

Christie, who died in 1976 aged 85, is cited by the Guinness Book of World Records as the bestselling novelist of all time.

Over 30 feature films have been based on her work, including a 1974 version of “Murder on the Orient Express,” that saw Ingrid Bergman win an Academy Award for her performance.

Michelle Pfeiffer, Kenneth Branagh, Judi Dench, Tom Bateman, Olivia Colman and Derek Jacobi arrive at the world premiere of Murder on the Orient Express at the Albert Hall in London, Britain, November 2, 2017. REUTERS/Eddie Keogh

Despite a rich pedigree in print, film and television, Brannagh’s film represents something of a cinematic resurrection for Christie’s work, with the most recent previous cinematic adaptation being 1985’s “Ordeal by Innocence.”

“It’s been 30 years, I guess, since we’ve had a proper cinema film,” said James Prichard, Christie’s great grandson and CEO of Agatha Christie Ltd., the company which manages the rights to her works.

Slideshow (6 Images)

“I’d love to say that it was a strategy, that we held it back and refused to allow it, but actually we kind of went out of fashion for a bit, certainly on the big screen.”

“Murder on the Orient Express,” is the first in an upcoming slew of new film and television adaptations of Agatha Christie properties, which include a production of “Witness for the Prosecution,” directed by and starring Oscar-winner Ben Affleck.

So, will Christie’s Poirot go the way of modern-day cinematic heavyweights, superheroes like Spider-Man or Iron Man, and spawn a franchise?

“I think Ken’s been fantastic, and I think the idea of this being a one-off Ken Poirot would be sad, so I’d love to see him do more,” Prichard said.

“Murder on the Orient Express,” opens in the UK on November 3.",'Murder on the Orient Express' breathes new cinematic life into Agatha Christie,https://www.reuters.com/article/uk-film-murderontheorientexpress/murder-on-the-orient-express-breathes-new-cinematic-life-into-agatha-christie-idUKKBN1D2306
